shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
317528,49.262519,-123.094953,31,2.3085
317528,49.26255,-123.095594,32,2.3553
317528,49.262639,-123.096,33,2.3865
317528,49.262775,-123.096704,34,2.4399
317528,49.262785,-123.097018,35,2.4628
317528,49.262785,-123.097017,36,2.4629
317528,49.262852,-123.098984,37,2.6062
317528,49.26287,-123.099518,38,2.6451
317528,49.262872,-123.099526,39,2.6458
317528,49.262496,-123.066868,4,0.2471
317528,49.262891,-123.100285,40,2.7011
317528,49.262908,-123.100888,41,2.745
317528,49.262916,-123.101045,42,2.7564
317528,49.262967,-123.102961,43,2.896
317528,49.263015,-123.104886,44,3.0362
317528,49.263014,-123.104885,45,3.0364
317528,49.263048,-123.106831,46,3.1781
317528,49.263119,-123.109484,47,3.3713
317528,49.26312,-123.109484,48,3.3714
317528,49.263146,-123.110953,49,3.4784
317528,49.262431,-123.066861,5,0.2544
317528,49.263145,-123.110952,50,3.4785
317528,49.263451,-123.110939,51,3.5126
317528,49.263875,-123.11092,52,3.5597
317528,49.263909,-123.112873,53,3.7019
317528,49.263944,-123.114327,54,3.8078
317528,49.264036,-123.114758,55,3.8408
317528,49.264066,-123.114883,56,3.8505
317528,49.263207,-123.114925,57,3.9461
317528,49.26325,-123.11752,58,4.135
317528,49.26325,-123.117521,59,4.1351
317528,49.262346,-123.066878,6,0.2639
317528,49.263295,-123.119895,60,4.308
317528,49.263317,-123.121819,61,4.448
317528,49.263368,-123.124176,62,4.6197
317528,49.263406,-123.126619,63,4.7976
317528,49.263444,-123.129003,64,4.9711
317528,49.263484,-123.131368,65,5.1433
317528,49.26352,-123.13372,66,5.3146
317528,49.26356,-123.136089,67,5.487
317528,49.26356,-123.136088,68,5.4871
317528,49.263581,-123.137859,69,5.616
317528,49.262359,-123.067928,7,0.3403
317528,49.263589,-123.138562,70,5.6672
317528,49.263596,-123.139257,71,5.7178
317528,49.263614,-123.141026,72,5.8466
317528,49.263614,-123.141027,73,5.8467
317528,49.263662,-123.143414,74,6.0205
317528,49.263702,-123.145757,75,6.1911
317528,49.263742,-123.148142,76,6.3647
317528,49.263782,-123.150544,77,6.5396
317528,49.263782,-123.150543,78,6.5397
317528,49.263811,-123.152346,79,6.6709
317528,49.262365,-123.068568,8,0.3869
317528,49.263812,-123.152389,80,6.6741
317528,49.263821,-123.152938,81,6.714
317528,49.263861,-123.155299,82,6.8859
317528,49.2639,-123.157641,83,7.0565
317528,49.26394,-123.160013,84,7.2292
317528,49.263983,-123.16241,85,7.4037
317528,49.264041,-123.164639,86,7.5661
317528,49.26405,-123.166486,87,7.7005
317528,49.26408,-123.16816,88,7.8224
317528,49.264094,-123.170073,89,7.9616
317528,49.262314,-123.068788,9,0.4039
317528,49.264127,-123.171242,90,8.0468
317528,49.264141,-123.172058,91,8.1062
317528,49.264174,-123.173993,92,8.2471
317528,49.264173,-123.173993,93,8.2472
317528,49.264203,-123.1759,94,8.386
317528,49.264235,-123.177798,95,8.5242
317528,49.264269,-123.179826,96,8.6719
317528,49.26427,-123.179827,97,8.672
317528,49.264304,-123.181857,98,8.8198
317528,49.264336,-123.183785,99,8.9602
317529,49.265326,-123.024926,1,0
317529,49.264585,-123.026707,10,0.1555
317529,49.262891,-123.100285,100,5.6311
317529,49.262908,-123.100888,101,5.675
317529,49.262916,-123.101045,102,5.6865
317529,49.262967,-123.102961,103,5.8261
317529,49.263015,-123.104886,104,5.9663
317529,49.263014,-123.104885,105,5.9664
317529,49.263048,-123.106831,106,6.1081
317529,49.263119,-123.109484,107,6.3014
317529,49.26312,-123.109484,108,6.3015
317529,49.263146,-123.110953,109,6.4084
317529,49.264526,-123.026802,11,0.165
317529,49.263145,-123.110952,110,6.4086
317529,49.263451,-123.110939,111,6.4426
317529,49.263875,-123.11092,112,6.4898
317529,49.263909,-123.112873,113,6.632
317529,49.263944,-123.114327,114,6.7379
317529,49.264036,-123.114758,115,6.7709
317529,49.264066,-123.114883,116,6.7806
317529,49.263207,-123.114925,117,6.8761
317529,49.26325,-123.11752,118,7.0651
317529,49.26325,-123.117521,119,7.0652
317529,49.264412,-123.026986,12,0.1835
317529,49.263295,-123.119895,120,7.238
317529,49.263317,-123.121819,121,7.3781
317529,49.263368,-123.124176,122,7.5497
317529,49.263406,-123.126619,123,7.7276
317529,49.263444,-123.129003,124,7.9012
317529,49.263484,-123.131368,125,8.0734
317529,49.26352,-123.13372,126,8.2446
317529,49.26356,-123.136089,127,8.4171
317529,49.26356,-123.136088,128,8.4172
317529,49.263581,-123.137859,129,8.5461
317529,49.263485,-123.028483,13,0.3335
317529,49.263589,-123.138562,130,8.5973
317529,49.263596,-123.139257,131,8.6478
317529,49.263614,-123.141026,132,8.7766
317529,49.263614,-123.141027,133,8.7767
317529,49.263662,-123.143414,134,8.9505
317529,49.263702,-123.145757,135,9.1211
317529,49.263742,-123.148142,136,9.2947
317529,49.263782,-123.150544,137,9.4696
317529,49.263782,-123.150543,138,9.4697
317529,49.263811,-123.152346,139,9.601
317529,49.26335,-123.028688,14,0.3546
317529,49.263812,-123.152389,140,9.6041
317529,49.263821,-123.152938,141,9.6441
317529,49.263861,-123.155299,142,9.816
317529,49.2639,-123.157641,143,9.9865
317529,49.26394,-123.160013,144,10.1592
317529,49.263983,-123.16241,145,10.3337
317529,49.264041,-123.164639,146,10.4961
317529,49.26405,-123.166486,147,10.6305
317529,49.26408,-123.16816,148,10.7524
317529,49.264094,-123.170073,149,10.8917
317529,49.262489,-123.029999,15,0.4898
317529,49.264127,-123.171242,150,10.9768
317529,49.264141,-123.172058,151,11.0362
317529,49.264174,-123.173993,152,11.1771
317529,49.264173,-123.173993,153,11.1772
317529,49.264203,-123.1759,154,11.3161
317529,49.264235,-123.177798,155,11.4543
317529,49.264269,-123.179826,156,11.6019
317529,49.26427,-123.179827,157,11.6021
317529,49.264304,-123.181857,158,11.7499
317529,49.264336,-123.183785,159,11.8902
317529,49.262152,-123.03084,16,0.5616
317529,49.26437,-123.185879,160,12.0427
317529,49.263939,-123.185888,161,12.0906
317529,49.263481,-123.185898,162,12.1416
317529,49.263533,-123.187814,163,12.2811
317529,49.263578,-123.19084,164,12.5014
317529,49.263579,-123.190841,165,12.5016
317529,49.263624,-123.193913,166,12.7252
317529,49.263624,-123.193912,167,12.7253
317529,49.263637,-123.195656,168,12.8522
317529,49.263647,-123.19697,169,12.9479
317529,49.262113,-123.031026,17,0.5758
317529,49.263699,-123.200082,170,13.1745
317529,49.263699,-123.200081,171,13.1745
317529,49.263699,-123.200095,172,13.1756
317529,49.263743,-123.203011,173,13.3879
317529,49.263744,-123.203012,174,13.388
317529,49.263791,-123.20609,175,13.6121
317529,49.263836,-123.209121,176,13.8327
317529,49.26388,-123.212129,177,14.0517
317529,49.263889,-123.212699,178,14.0932
317529,49.263905,-123.213689,179,14.1653
317529,49.262114,-123.031026,18,0.5759
317529,49.263925,-123.214904,180,14.2538
317529,49.263997,-123.215075,181,14.2686
317529,49.263999,-123.21524,182,14.2806
317529,49.263983,-123.215902,183,14.3288
317529,49.263636,-123.229947,184,15.3518
317529,49.263628,-123.230277,185,15.3758
317529,49.263616,-123.230749,186,15.4102
317529,49.263617,-123.230749,187,15.4103
317529,49.263704,-123.231392,188,15.4581
317529,49.263703,-123.231392,189,15.4582
317529,49.261942,-123.031871,19,0.6403
317529,49.263755,-123.231646,190,15.4776
317529,49.263851,-123.232122,191,15.5138
317529,49.263852,-123.232122,192,15.514
317529,49.264232,-123.233137,193,15.5991
317529,49.264894,-123.234103,194,15.7009
317529,49.264894,-123.234102,195,15.7009
317529,49.265636,-123.235319,196,15.822
317529,49.265755,-123.235514,197,15.8414
317529,49.265756,-123.235515,198,15.8415
317529,49.266338,-123.236764,199,15.9531
317529,49.265151,-123.02545,2,0.0428
317529,49.261941,-123.031871,20,0.6404
317529,49.266544,-123.237298,200,15.9982
317529,49.266784,-123.238119,201,16.0637
317529,49.266784,-123.238118,202,16.0638
317529,49.26691,-123.238712,203,16.1092
317529,49.266945,-123.238949,204,16.1269
317529,49.266945,-123.23895,205,16.127
317529,49.266974,-123.239195,206,16.1451
317529,49.267073,-123.240132,207,16.2142
317529,49.267076,-123.241089,208,16.2838
317529,49.267036,-123.241733,209,16.3309
317529,49.261895,-123.033055,21,0.7268
317529,49.267036,-123.241732,210,16.331
317529,49.266947,-123.242452,211,16.3843
317529,49.266945,-123.242466,212,16.3853
317529,49.266679,-123.244132,213,16.5101
317529,49.266463,-123.245443,214,16.6085
317529,49.267209,-123.24609,215,16.7039
317529,49.267391,-123.246299,216,16.7293
317529,49.267621,-123.246512,217,16.7592
317529,49.267842,-123.246717,218,16.7879
317529,49.268139,-123.246947,219,16.8249
317529,49.261884,-123.033328,22,0.7467
317529,49.268458,-123.247151,220,16.8634
317529,49.26871,-123.247295,221,16.8933
317529,49.268918,-123.247384,222,16.9174
317529,49.268911,-123.247475,223,16.924
317529,49.268898,-123.247583,224,16.932
317529,49.268759,-123.248007,225,16.9665
317529,49.268649,-123.248316,226,16.9921
317529,49.268624,-123.248341,227,16.9954
317529,49.26859,-123.248349,228,16.9993
317529,49.268559,-123.248345,229,17.0027
317529,49.261899,-123.033646,23,0.7699
317529,49.267531,-123.247481,230,17.1332
317529,49.261898,-123.033645,24,0.77
317529,49.261898,-123.033769,25,0.779
317529,49.261898,-123.033821,26,0.7828
317529,49.261898,-123.034003,27,0.7961
317529,49.261898,-123.035143,28,0.879
317529,49.261897,-123.036518,29,0.9791
317529,49.264986,-123.025916,3,0.0814
317529,49.261895,-123.037891,30,1.0791
317529,49.261899,-123.039083,31,1.1658
317529,49.261901,-123.04013,32,1.242
317529,49.261924,-123.041578,33,1.3475
317529,49.261924,-123.041577,34,1.3475
317529,49.261941,-123.043555,35,1.4915
317529,49.261948,-123.044314,36,1.5468
317529,49.261963,-123.045068,37,1.6017
317529,49.262002,-123.04704,38,1.7453
317529,49.262002,-123.047041,39,1.7454
317529,49.264943,-123.026031,4,0.091
317529,49.262007,-123.049586,40,1.9306
317529,49.262006,-123.049586,41,1.9307
317529,49.262006,-123.050523,42,1.9989
317529,49.262006,-123.05221,43,2.1217
317529,49.262007,-123.05221,44,2.1218
317529,49.262007,-123.053007,45,2.1798
317529,49.262018,-123.054705,46,2.3034
317529,49.262017,-123.054705,47,2.3035
317529,49.262022,-123.055513,48,2.3624
317529,49.262024,-123.055846,49,2.3866
317529,49.264894,-123.026165,5,0.1022
317529,49.262026,-123.05586,50,2.3876
317529,49.262131,-123.056591,51,2.4421
317529,49.262132,-123.056591,52,2.4422
317529,49.262218,-123.057073,53,2.4786
317529,49.262217,-123.057073,54,2.4787
317529,49.262224,-123.05735,55,2.4989
317529,49.262226,-123.057441,56,2.5055
317529,49.262242,-123.058157,57,2.5576
317529,49.262243,-123.058275,58,2.5662
317529,49.26226,-123.06203,59,2.8396
317529,49.264894,-123.026166,6,0.1023
317529,49.262273,-123.063824,60,2.9701
317529,49.262303,-123.063868,61,2.9748
317529,49.26231,-123.063969,62,2.9822
317529,49.262339,-123.065914,63,3.1238
317529,49.262345,-123.066291,64,3.1512
317529,49.262346,-123.066645,65,3.177
317529,49.262346,-123.066878,66,3.1939
317529,49.262359,-123.067928,67,3.2704
317529,49.262365,-123.068568,68,3.317
317529,49.262314,-123.068788,69,3.334
317529,49.264719,-123.02657,7,0.1375
317529,49.262318,-123.068957,70,3.3463
317529,49.262319,-123.069106,71,3.3571
317529,49.262322,-123.06933,72,3.3734
317529,49.262326,-123.069794,73,3.4072
317529,49.262343,-123.071787,74,3.5523
317529,49.262359,-123.073646,75,3.6876
317529,49.26237,-123.074831,76,3.7739
317529,49.262376,-123.075584,77,3.8287
317529,49.262386,-123.076726,78,3.9118
317529,49.262392,-123.07748,79,3.9667
317529,49.264718,-123.02657,8,0.1376
317529,49.262393,-123.077623,80,3.9771
317529,49.262415,-123.080307,81,4.1725
317529,49.262425,-123.08139,82,4.2513
317529,49.262441,-123.083322,83,4.3919
317529,49.262456,-123.085265,84,4.5334
317529,49.26247,-123.087187,85,4.6733
317529,49.262482,-123.089135,86,4.8151
317529,49.26249,-123.091044,87,4.954
317529,49.262506,-123.093,88,5.0964
317529,49.262509,-123.093529,89,5.1349
317529,49.264626,-123.026665,9,0.15
317529,49.262519,-123.094952,90,5.2385
317529,49.262519,-123.094953,91,5.2386
317529,49.26255,-123.095594,92,5.2853
317529,49.262639,-123.096,93,5.3165
317529,49.262775,-123.096704,94,5.3699
317529,49.262785,-123.097018,95,5.3928
317529,49.262785,-123.097017,96,5.3929
317529,49.262852,-123.098984,97,5.5363
317529,49.26287,-123.099518,98,5.5752
317529,49.262872,-123.099526,99,5.5758
317530,49.265326,-123.024926,1,0
317530,49.264585,-123.026707,10,0.1555
317530,49.262891,-123.100285,100,5.6311
317530,49.262908,-123.100888,101,5.675
317530,49.262916,-123.101045,102,5.6865
317530,49.262967,-123.102961,103,5.8261
317530,49.263015,-123.104886,104,5.9663
317530,49.263014,-123.104885,105,5.9664
317530,49.263048,-123.106831,106,6.1081
317530,49.263119,-123.109484,107,6.3014
317530,49.26312,-123.109484,108,6.3015
317530,49.263146,-123.110953,109,6.4084
317530,49.264526,-123.026802,11,0.165
317530,49.263145,-123.110952,110,6.4086
317530,49.263451,-123.110939,111,6.4426
317530,49.263875,-123.11092,112,6.4898
317530,49.263909,-123.112873,113,6.632
317530,49.263944,-123.114327,114,6.7379
317530,49.264036,-123.114758,115,6.7709
317530,49.264066,-123.114883,116,6.7806
317530,49.263207,-123.114925,117,6.8761
317530,49.26325,-123.11752,118,7.0651
317530,49.26325,-123.117521,119,7.0652
317530,49.264412,-123.026986,12,0.1835
317530,49.263295,-123.119895,120,7.238
317530,49.263317,-123.121819,121,7.3781
317530,49.263368,-123.124176,122,7.5497
317530,49.263406,-123.126619,123,7.7276
317530,49.263444,-123.129003,124,7.9012
317530,49.263484,-123.131368,125,8.0734
317530,49.26352,-123.13372,126,8.2446
317530,49.26356,-123.136089,127,8.4171
317530,49.26356,-123.136088,128,8.4172
317530,49.263581,-123.137859,129,8.5461
317530,49.263485,-123.028483,13,0.3335
317530,49.263589,-123.138562,130,8.5973
317530,49.263596,-123.139257,131,8.6478
317530,49.263614,-123.141026,132,8.7766
317530,49.263614,-123.141027,133,8.7767
317530,49.263662,-123.143414,134,8.9505
317530,49.263702,-123.145757,135,9.1211
317530,49.263742,-123.148142,136,9.2947
317530,49.263782,-123.150544,137,9.4696
317530,49.263782,-123.150543,138,9.4697
317530,49.263811,-123.152346,139,9.601
317530,49.26335,-123.028688,14,0.3546
317530,49.263812,-123.152389,140,9.6041
317530,49.263821,-123.152938,141,9.6441
317530,49.263861,-123.155299,142,9.816
317530,49.2639,-123.157641,143,9.9865
317530,49.26394,-123.160013,144,10.1592
317530,49.263983,-123.16241,145,10.3337
317530,49.264041,-123.164639,146,10.4961
317530,49.26405,-123.166486,147,10.6305
317530,49.26408,-123.16816,148,10.7524
317530,49.264094,-123.170073,149,10.8917
317530,49.262489,-123.029999,15,0.4898
317530,49.264127,-123.171242,150,10.9768
317530,49.264141,-123.172058,151,11.0362
317530,49.264174,-123.173993,152,11.1771
317530,49.264173,-123.173993,153,11.1772
317530,49.264203,-123.1759,154,11.3161
317530,49.264235,-123.177798,155,11.4543
317530,49.264269,-123.179826,156,11.6019
317530,49.26427,-123.179827,157,11.6021
317530,49.264304,-123.181857,158,11.7499
317530,49.264336,-123.183785,159,11.8902
317530,49.262152,-123.03084,16,0.5616
317530,49.26437,-123.185879,160,12.0427
317530,49.263939,-123.185888,161,12.0906
317530,49.263481,-123.185898,162,12.1416
317530,49.263533,-123.187814,163,12.2811
317530,49.263973,-123.187798,164,12.3301
317530,49.264373,-123.187784,165,12.3746
317530,49.264374,-123.187784,166,12.3747
317530,49.26437,-123.185879,167,12.5133
317530,49.264336,-123.183785,168,12.6658
317530,49.262113,-123.031026,17,0.5758
317530,49.262114,-123.031026,18,0.5759
317530,49.261942,-123.031871,19,0.6403
317530,49.265151,-123.02545,2,0.0428
317530,49.261941,-123.031871,20,0.6404
317530,49.261895,-123.033055,21,0.7268
317530,49.261884,-123.033328,22,0.7467
317530,49.261899,-123.033646,23,0.7699
317530,49.261898,-123.033645,24,0.77
317530,49.261898,-123.033769,25,0.779
317530,49.261898,-123.033821,26,0.7828
317530,49.261898,-123.034003,27,0.7961
317530,49.261898,-123.035143,28,0.879
317530,49.261897,-123.036518,29,0.9791
317530,49.264986,-123.025916,3,0.0814
317530,49.261895,-123.037891,30,1.0791
317530,49.261899,-123.039083,31,1.1658
317530,49.261901,-123.04013,32,1.242
317530,49.261924,-123.041578,33,1.3475
317530,49.261924,-123.041577,34,1.3475
317530,49.261941,-123.043555,35,1.4915
317530,49.261948,-123.044314,36,1.5468
317530,49.261963,-123.045068,37,1.6017
317530,49.262002,-123.04704,38,1.7453
317530,49.262002,-123.047041,39,1.7454
317530,49.264943,-123.026031,4,0.091
317530,49.262007,-123.049586,40,1.9306
317530,49.262006,-123.049586,41,1.9307
317530,49.262006,-123.050523,42,1.9989
317530,49.262006,-123.05221,43,2.1217
317530,49.262007,-123.05221,44,2.1218
317530,49.262007,-123.053007,45,2.1798
317530,49.262018,-123.054705,46,2.3034
317530,49.262017,-123.054705,47,2.3035
317530,49.262022,-123.055513,48,2.3624
317530,49.262024,-123.055846,49,2.3866
317530,49.264894,-123.026165,5,0.1022
317530,49.262026,-123.05586,50,2.3876
317530,49.262131,-123.056591,51,2.4421
317530,49.262132,-123.056591,52,2.4422
317530,49.262218,-123.057073,53,2.4786
317530,49.262217,-123.057073,54,2.4787
317530,49.262224,-123.05735,55,2.4989
317530,49.262226,-123.057441,56,2.5055
317530,49.262242,-123.058157,57,2.5576
317530,49.262243,-123.058275,58,2.5662
317530,49.26226,-123.06203,59,2.8396
317530,49.264894,-123.026166,6,0.1023
317530,49.262273,-123.063824,60,2.9701
317530,49.262303,-123.063868,61,2.9748
317530,49.26231,-123.063969,62,2.9822
317530,49.262339,-123.065914,63,3.1238
317530,49.262345,-123.066291,64,3.1512
317530,49.262346,-123.066645,65,3.177
317530,49.262346,-123.066878,66,3.1939
317530,49.262359,-123.067928,67,3.2704
317530,49.262365,-123.068568,68,3.317
317530,49.262314,-123.068788,69,3.334
317530,49.264719,-123.02657,7,0.1375
317530,49.262318,-123.068957,70,3.3463
317530,49.262319,-123.069106,71,3.3571
317530,49.262322,-123.06933,72,3.3734
317530,49.262326,-123.069794,73,3.4072
317530,49.262343,-123.071787,74,3.5523
317530,49.262359,-123.073646,75,3.6876
317530,49.26237,-123.074831,76,3.7739
317530,49.262376,-123.075584,77,3.8287
317530,49.262386,-123.076726,78,3.9118
317530,49.262392,-123.07748,79,3.9667
317530,49.264718,-123.02657,8,0.1376
317530,49.262393,-123.077623,80,3.9771
317530,49.262415,-123.080307,81,4.1725
317530,49.262425,-123.08139,82,4.2513
317530,49.262441,-123.083322,83,4.3919
317530,49.262456,-123.085265,84,4.5334
317530,49.26247,-123.087187,85,4.6733
317530,49.262482,-123.089135,86,4.8151
317530,49.26249,-123.091044,87,4.954
317530,49.262506,-123.093,88,5.0964
317530,49.262509,-123.093529,89,5.1349
317530,49.264626,-123.026665,9,0.15
317530,49.262519,-123.094952,90,5.2385
317530,49.262519,-123.094953,91,5.2386
317530,49.26255,-123.095594,92,5.2853
317530,49.262639,-123.096,93,5.3165
317530,49.262775,-123.096704,94,5.3699
317530,49.262785,-123.097018,95,5.3928
317530,49.262785,-123.097017,96,5.3929
317530,49.262852,-123.098984,97,5.5363
317530,49.26287,-123.099518,98,5.5752
317530,49.262872,-123.099526,99,5.5758
